userId,rating,itemId,timestamp
274,4683,4.0,1172275751
217,1259,3.0,955941925
186,1376,5.0,1031079628
243,356,4.0,837155178
74,3273,2.5,1207499293
89,69644,4.0,1520408594
462,1263,4.5,1293373000
182,5952,3.0,1054780151
18,904,4.5,1455050080
239,34048,3.5,1221147897
140,1589,4.0,949667573
354,3489,3.5,1200953457
249,106489,4.0,1426609010
307,53125,3.5,1198680610
281,252,3.0,1182999673
599,3147,3.0,1498525850
182,31410,3.5,1161623902
282,1517,4.5,1378495664
600,3360,1.0,1237858832
330,2706,2.0,1285905252
256,4643,3.5,1446580464
156,1394,4.0,946799313
199,377,2.0,940544026
415,2959,5.0,1382469997
274,61705,2.5,1235685605
56,733,4.0,835799427
339,760,4.5,1460183692
249,5010,3.5,1418081207
440,1748,4.5,1237569103
68,63131,4.5,1240092709
346,8405,4.5,1125859107
182,5618,4.5,1065660030
492,619,3.0,863976722
68,4022,2.0,1158531783
610,57528,3.5,1493849662
414,89,3.0,961515928
226,410,3.5,1095662772
599,83086,2.5,1498516978
603,968,5.0,953925630
309,4993,4.5,1126452267
343,35836,5.0,1202060306
274,8578,3.5,1210107750
312,5451,4.0,1043175738
414,4463,2.0,1026225501
414,8781,2.0,1216149551
380,1219,4.0,1494803477
214,17,3.0,853937855
119,7458,4.5,1505333121
344,4878,2.0,1420497211
51,4041,3.5,1230930093
434,4995,4.0,1270604908
292,3893,2.0,1041613291
598,63082,4.0,1430616973
68,3034,3.0,1158534005
594,586,5.0,1109036952
266,1374,3.0,945670341
380,1769,3.0,1493668150
234,3483,4.0,1004409467
111,7317,3.0,1516141388
40,126,3.0,832060287
590,6934,2.0,1258422247
332,33166,4.5,1352673657
28,1704,3.0,1235806527
287,16,2.0,1110229950
594,165,4.5,1109036671
339,55280,4.0,1460185992
357,4370,4.0,1348628615
610,95558,3.5,1493847991
339,4718,3.5,1460345905
448,50,4.0,1064741727
368,3841,3.0,975830276
469,2804,5.0,965336845
354,2502,4.0,1200870675
80,90469,3.5,1377391183
356,67734,3.5,1242881182
42,912,5.0,996261986
484,34162,4.0,1342296593
328,72641,1.5,1494211498
610,73321,3.5,1493845565
313,2161,2.0,1030475440
514,117590,4.0,1533954035
253,4217,4.5,1286645108
50,1370,3.0,1514238395
599,38038,3.0,1498521856
62,593,5.0,1521488571
211,1136,4.0,1350913300
125,112552,4.0,1474414167
573,1625,4.5,1341798424
38,434,2.0,841341249
182,1542,4.5,1063285996
460,48738,4.5,1359177545
606,1136,4.0,1171736505
387,1662,3.0,1119755018
448,4643,1.5,1054455565
594,3793,4.5,1109037884
23,1203,3.0,1107341565
580,1580,4.0,1167792444
581,4995,4.5,1447007422
606,3003,4.5,1171361315
83,2728,2.5,1333842742
453,1793,4.0,1005966701
590,2989,2.5,1258428252
105,5690,5.0,1446572484
160,2422,1.0,971436871
401,157296,3.0,1510455649
136,181,1.0,832449858
346,3186,3.0,1125858352
8,357,5.0,839463767
483,2593,3.0,1178293283
484,1029,5.0,1342297692
131,5952,3.5,1349840393
112,161,1.5,1513989954
408,103372,3.5,1469525249
304,786,3.0,881428467
288,3250,2.0,976121266
382,2628,3.5,1515161544
522,58295,4.5,1254573525
567,104944,3.5,1525285966
215,2115,4.0,1260909348
593,914,4.0,1181007078
452,1616,5.0,1019580866
534,4816,4.0,1459787997
42,3980,2.0,996216970
216,3173,3.0,975211454
438,356,4.0,1105650460
391,527,5.0,1030827772
448,70286,3.5,1288640726
21,59900,3.0,1427558545
286,4901,4.0,1119562155
414,68659,3.5,1249833237
182,509,3.5,1055157954
7,780,4.5,1106635943
132,5956,1.5,1157979888
249,1209,4.5,1362914598
474,6157,3.0,1060009171
604,193,3.0,832080883
574,153,3.0,834634408
307,2335,3.5,1189608607
599,277,1.5,1498504462
51,35836,3.5,1230929893
414,7375,2.0,1113230265
453,5267,3.0,1034602160
227,115713,4.0,1447210268
357,1358,2.5,1348628292
560,84152,3.0,1469648482
313,608,4.0,1030476180
555,3243,2.0,978747627
76,2959,4.5,1439165676
491,49286,4.5,1526673059
274,2011,3.5,1171492728
606,5628,2.5,1180988780
469,2313,4.0,965845945
393,86190,0.5,1430506753
480,160,2.5,1179178519
599,2542,3.5,1498501341
596,1610,3.5,1535827470
318,3412,4.0,1275475059
606,2455,4.0,1171580081
438,5459,2.0,1105649831
438,5675,1.0,1105654445
408,54648,4.5,1468146312
15,4226,1.5,1510571774
368,1729,3.0,975828061
610,96861,2.0,1493850474
474,3182,4.0,1142189154
51,1639,5.0,1230929619
163,1704,4.0,894217570
372,4006,1.0,874415441
135,1610,3.0,1009691144
474,3714,2.5,1087832560
599,73321,2.5,1498516871
474,2936,3.5,1053021663
357,1393,4.5,1348612186
249,87298,3.5,1356550322
91,1373,3.0,1112716855
386,10,3.0,842610246
105,356,3.5,1446572081
608,2097,3.0,1117506288
28,4022,3.5,1242290467
260,2702,2.0,1109408565
608,163,3.0,1117162121
216,4007,2.0,975598722
525,45880,4.0,1476478343
610,52722,3.5,1479542644
312,1212,4.0,1043177445
68,8981,4.5,1158533720
608,6377,4.0,1117162293
249,2720,2.5,1440669244
91,551,5.0,1112711242
474,5755,2.0,1047043624
599,5214,2.0,1519335299
465,1573,3.0,959896270
322,1035,2.5,1217676843
603,4799,4.0,1002403447
480,3785,0.5,1179178863
514,2148,2.5,1533874769
597,1246,5.0,941639716
216,1081,4.0,975212727
317,93840,3.0,1430513487
211,55765,4.0,1350912900
599,6166,1.5,1498503959
156,851,3.5,1106854275
117,595,4.0,844162793
132,58559,3.5,1329983669
367,3618,3.0,997812483
317,94959,3.0,1430513467
559,489,3.0,845476569
395,317,3.0,841503726
491,104211,4.0,1522605515
438,852,3.5,1105827036
232,2082,3.0,1182909518
50,1136,4.0,1514238006
305,44665,3.5,1460303179
600,1263,5.0,1237743630
38,485,3.0,841341650
251,5971,5.0,1470677181
504,4639,3.5,1072066207
352,49530,5.0,1493674158
111,176101,4.0,1516154835
600,30793,3.0,1237715619
68,1883,2.0,1261623536
597,2470,4.0,941641148
171,318,5.0,866905647
317,110,5.0,1430364906
567,6669,3.5,1525286207
357,55363,5.0,1348611232
305,1387,3.5,1490211301
212,152970,4.5,1490114735
111,86911,3.5,1516141354
175,47382,5.0,1234189512
234,4022,4.0,1004408901
89,146986,4.0,1520409513
290,11,4.0,974943069
509,136840,3.5,1435998963
332,2019,4.5,1352672059
377,3701,4.0,1340343428
414,5816,3.0,1072057909
453,3248,4.0,1005967764
81,231,1.0,845299563
307,1485,3.0,1186161634
122,7438,5.0,1461561437
101,2716,4.0,968441005
137,928,3.5,1204859833
288,1282,3.5,1079984166
448,79428,1.5,1311505062
590,1302,4.0,1258421494
47,2942,2.5,1496205903
249,3300,3.5,1412843517
6,32,4.0,845553426
549,2571,5.0,1464282594
477,4678,4.0,1200947127
432,74458,4.5,1315244366
21,53121,4.5,1403460883
195,1722,2.0,974706018
580,8361,3.5,1167861186
414,4881,5.0,1019480824
274,55721,4.5,1226307462
117,380,4.0,844162744
64,3617,3.0,1161559953
318,5882,2.5,1267474280
610,5463,2.5,1493846170
318,90769,4.0,1414782929
200,357,4.0,1229886985
298,8528,3.0,1449592187
148,4993,3.0,1482548771
228,2013,4.0,1363222719
16,3741,4.0,1377477903
177,1321,4.0,1435535058
103,2712,4.5,1440773606
254,8636,3.5,1180446459
199,111,3.0,940372348
51,7000,5.0,1230931824
212,65261,3.5,1490115730
182,3879,1.0,1063282664
288,2013,3.0,976138069
74,37741,3.5,1207500217
19,1923,4.0,965705784
428,4850,3.5,1111488731
495,6586,2.5,1458636380
217,1812,4.0,955943400
353,223,5.0,831939914
339,78499,4.0,1460183480
483,98203,2.0,1415576914
376,1721,3.5,1364994119
254,1580,2.5,1180446506
300,6016,5.0,1425351465
572,2671,4.0,945887904
288,3471,4.0,976139271
580,6502,4.5,1212343035
409,318,4.0,969058201
567,7024,4.0,1525283971
448,6874,4.0,1067427681
287,4299,0.5,1110231109
190,4776,3.5,1504310182
377,5706,2.0,1340342120
162,31,4.0,836511596
608,539,2.5,1117504323
448,180,3.5,1058089154
383,2501,5.0,943570046
560,47725,3.5,1469675818
156,2186,4.0,946798252
98,1214,4.5,1532457890
301,30793,0.5,1211378770
9,5956,4.0,1044656962
344,86332,4.0,1420497413
551,8464,4.0,1504925824
292,1193,2.5,1265680094
99,380,5.0,829828007
298,59258,0.5,1447517474
586,173291,4.5,1529899830
66,2312,4.0,1113190753
105,81845,4.0,1446571722
4,3408,4.0,986849238
111,80139,5.0,1516153440
566,356,5.0,849005256
